Position,Team,per,ws,bpm,Year,CareerLen,Rank,Value,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,College,Target
PG,OKC,9.5,-0.2,-4.6,2009,7,26,310.0,1,1,3,0,2,0,0,3,2,2,0,0,1,2,1,0,3,0,6,2,3,2,1,0,3,0,4,0,0,1,UCLA,IND
SG,DEN,-3.9,-0.3,-18.9,2009,0,4,321.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,Arkansas,TOR
SG,OKC,8.3,0.0,-4.7,2009,4,26,310.0,1,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,"NC State, Georgia",MIN
PF,SAC,12.2,0.1,-4.8,2009,2,29,305.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,Duke,BOS
PF,MIN,16.0,0.4,-1.7,2009,2,25,268.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Duke,BOS
SG,DAL,-4.4,-0.3,-13.7,2008,1,9,466.0,7,4,5,3,4,0,3,0,2,5,3,4,3,2,4,4,2,0,6,1,2,2,3,3,4,2,4,0,0,4,Michigan State,BRK
SG,BRK,7.1,-0.1,-8.7,2008,1,31,295.0,7,4,5,3,4,0,3,0,2,5,3,4,3,2,4,4,2,0,6,1,2,2,3,3,4,2,4,0,0,4,Michigan State,BRK
PF,BRK,10.1,0.4,-3.6,2008,6,31,295.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,Villanova,MIL
PF,DAL,9.1,0.7,-3.3,2008,6,9,466.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,Villanova,MIL
PF,PHI,7.4,0.1,-8.5,2008,1,16,360.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,UNLV,PHO
SF,ORL,12.7,0.2,1.4,2008,3,8,349.0,3,1,3,1,1,0,1,2,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,UCLA,LAL
SF,NYK,11.5,1.3,-1.8,2008,1,25,613.0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,South Carolina,DEN
SF,SAS,16.7,2.3,3.6,2008,12,4,415.0,1,1,2,0,1,0,2,2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Oregon State,HOU
PG,DET,23.6,13.5,7.7,2008,10,1,480.0,5,1,3,2,4,0,0,2,1,2,0,1,2,0,0,2,1,0,4,0,3,0,2,0,2,0,0,0,0,1,Colorado,DEN
SF,NOP,9.9,1.5,-0.8,2008,7,31,272.0,1,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iowa,NOP
SF,NOP,8.8,1.2,-1.9,2008,5,31,272.0,3,3,1,1,3,0,0,1,2,2,1,2,1,1,2,2,0,0,1,3,3,0,2,2,1,1,3,0,0,3,La Salle,NOP
C,DEN,17.2,8.5,3.4,2008,11,10,329.0,3,1,3,0,2,0,2,1,2,3,1,1,0,2,1,1,1,0,1,0,0,0,1,0,3,0,0,0,0,2,UMass,LAC
PF,MEM,7.3,0.0,-5.2,2008,7,26,0.0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Purdue,MIN
SG,BRK,18.8,7.7,2.4,2008,9,31,295.0,5,3,3,1,4,0,1,4,5,6,2,3,3,0,2,3,1,0,1,2,3,2,4,1,1,2,3,0,0,4,UNC,BRK
C,NOP,17.5,10.0,0.4,2008,6,31,272.0,1,0,2,0,1,0,1,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,NOP
SG,NYK,16.0,5.0,0.3,2008,7,25,613.0,0,1,6,1,6,0,2,3,3,5,2,2,2,4,4,3,1,0,3,1,3,2,1,3,4,2,3,0,0,1,Michigan,GSW
PF,GSW,13.2,1.1,-1.1,2008,10,11,335.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Providence,SAS
PG,GSW,19.8,8.7,3.6,2008,8,11,335.0,6,4,0,4,6,0,3,3,3,4,4,4,5,4,3,4,3,0,4,4,3,2,3,3,2,3,5,0,0,2,UCLA,LAC
PF,PHO,12.0,3.0,-0.8,2008,4,6,452.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHO
C,DAL,13.4,2.6,0.7,2008,6,9,466.0,3,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,1,0,CHO
C,BRK,10.4,0.5,-3.4,2008,6,31,295.0,3,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,1,0,CHO
PF,CHO,13.6,2.9,-0.7,2008,0,31,284.0,5,4,3,1,4,0,2,2,1,5,2,2,0,1,1,2,4,0,3,2,1,1,2,3,2,2,3,0,0,3,Boston College,PHO
PG,CHO,13.8,3.4,-2.1,2008,2,31,284.0,5,0,4,1,0,0,1,2,0,2,0,0,0,2,0,2,2,0,2,1,4,0,1,0,2,0,0,0,0,0,UNC,CHO
PG,TOR,20.3,3.3,2.5,2008,3,14,400.0,3,1,2,1,4,0,1,1,1,2,0,1,0,2,1,0,0,0,0,4,2,4,1,0,4,2,1,0,0,1,Texas,IND
C,ORL,9.9,1.3,-1.9,2008,10,8,349.0,8,4,4,4,5,0,3,4,4,5,4,2,5,4,3,4,3,0,3,3,3,3,0,4,3,1,6,0,0,4,Colgate,MEM
C,MEM,20.1,3.9,2.1,2008,6,26,0.0,0,2,0,1,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,LAL
PF,CLE,12.5,2.0,-3.5,2008,5,12,477.0,4,1,3,1,3,0,2,2,0,2,3,1,1,2,2,2,1,0,1,3,1,2,2,1,0,1,1,0,0,2,Kansas,SAS
PF,CHI,17.4,1.3,-0.9,2008,5,21,504.0,4,1,3,0,3,0,2,2,0,2,3,1,1,2,2,2,1,0,1,3,1,2,2,1,0,1,1,0,0,2,Kansas,SAS
C,GSW,15.6,5.4,0.2,2008,9,11,335.0,5,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,2,3,0,1,0,1,0,1,0,0,2,0,NYK
PG,DAL,18.0,3.9,1.4,2008,3,9,466.0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,Wisconsin,BRK
PG,BRK,16.7,1.7,0.3,2008,3,31,295.0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0,Wisconsin,BRK
PF,CHO,11.4,1.1,-3.8,2008,1,31,284.0,4,3,5,1,6,0,2,4,2,2,1,4,3,1,3,3,3,0,2,2,4,3,1,1,3,1,3,0,0,2,UCLA,DAL
PG,MIL,8.8,0.5,-4.4,2008,3,23,278.0,3,0,0,2,0,0,0,1,1,2,1,4,0,1,0,1,0,0,0,1,1,0,1,2,1,1,2,0,0,0,Texas,PHI
SG,POR,13.0,3.2,-1.2,2008,2,15,307.0,5,1,2,1,3,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,2,1,1,1,2,0,0,0,0,1,Georgia Tech,IND
PG,HOU,9.6,0.4,-2.9,2008,6,5,469.0,3,1,3,2,3,0,0,1,2,2,2,3,2,0,1,2,0,0,2,2,3,2,0,0,4,1,3,0,0,0,Lamar University,WAS
PG,NOP,5.7,-0.1,-6.3,2008,6,31,272.0,3,1,3,2,3,0,0,1,2,2,2,3,2,0,1,2,0,0,2,2,3,2,0,0,4,1,3,0,0,0,Lamar University,WAS
SG,SAC,13.5,0.4,-0.6,2008,4,17,350.0,3,0,4,0,2,0,0,1,1,2,1,2,0,0,0,2,1,0,0,1,2,0,0,1,1,1,1,0,0,2,"Rutgers University, Duke",DEN
SG,CLE,11.3,3.0,-0.4,2008,9,12,477.0,0,2,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Houston,MIL
PG,LAC,11.4,2.1,-1.7,2008,10,24,297.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Stanford,UTA
PF,PHI,10.5,1.0,-1.1,2008,4,16,360.0,0,0,2,3,2,0,1,1,1,1,1,0,0,1,0,0,1,0,4,0,1,0,2,2,2,1,0,0,0,0,Creighton,UTA
PG,MEM,14.3,3.4,-0.9,2008,1,26,0.0,0,2,4,0,2,0,5,1,1,1,1,2,1,1,1,1,0,0,0,0,3,0,2,1,2,2,3,0,0,0,Villanova,HOU
SF,LAC,19.3,6.9,1.9,2008,8,24,297.0,5,2,6,2,3,0,1,3,0,4,1,4,4,1,1,4,2,0,4,2,2,2,3,4,2,1,4,0,0,2,Duke,GSW
PG,NYK,13.8,1.1,-0.5,2008,11,25,613.0,0,3,5,3,4,0,3,2,4,5,2,2,0,2,2,2,2,0,0,4,3,2,3,3,4,0,4,0,0,3,Georgia Tech,BOS
PF,PHO,20.0,6.5,4.5,2008,8,6,452.0,2,2,3,1,0,0,2,3,2,2,1,0,2,0,1,1,0,0,0,2,2,1,1,0,1,1,2,0,0,1,UNLV,TOR
PF,MIA,17.1,0.9,-0.4,2008,8,29,393.0,2,2,3,1,0,0,2,3,2,0,1,0,2,0,1,1,0,0,0,2,2,1,1,0,1,1,2,0,0,1,UNLV,TOR
PF,CLE,8.4,0.1,-3.8,2008,13,12,477.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,UConn,PHI
PF,OKC,10.9,0.2,-2.5,2008,13,31,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,UConn,PHI
PG,WAS,13.8,3.4,0.0,2008,3,13,353.0,7,3,3,3,4,0,3,2,1,3,3,4,4,2,3,0,1,0,4,2,2,3,3,4,1,2,1,0,0,3,Virginia,SAS
PF,POR,20.3,0.1,3.7,2008,0,15,307.0,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Duke,IND
C,DET,13.1,0.5,-3.1,2008,9,1,480.0,3,2,1,3,3,0,2,0,2,2,0,1,5,0,1,1,1,0,1,0,1,3,0,1,0,0,1,0,0,0,Kentucky,CHO
C,CHO,16.2,2.8,-2.2,2008,9,31,284.0,3,2,1,3,3,0,2,0,2,2,0,1,5,0,1,1,1,0,1,0,1,3,0,1,0,0,1,0,0,0,Kentucky,CHO
SF,HOU,17.3,1.1,4.2,2008,1,5,469.0,1,2,1,1,3,0,0,2,1,3,0,0,0,1,2,1,1,0,3,0,4,1,1,0,2,2,0,0,0,2,Marquette,LAC
C,GSW,14.0,0.2,-3.9,2008,1,11,335.0,1,1,0,0,6,0,0,1,2,3,2,0,0,0,1,0,1,0,0,1,0,1,2,0,1,1,1,0,0,2,Bradley,TOR
C,IND,14.4,0.9,-1.8,2008,11,19,303.0,2,0,3,0,1,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,MIA
C,CHO,17.4,5.8,-1.1,2008,3,31,284.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,CHO
PG,NOP,28.3,17.8,10.4,2008,2,31,272.0,2,3,3,1,2,0,1,0,0,3,2,3,1,1,1,2,1,0,2,0,3,2,2,1,2,2,2,0,0,2,Wake Forest,NOP
SG,NOP,11.2,3.8,-0.3,2008,7,31,272.0,4,2,2,1,2,0,0,0,1,4,3,0,0,0,0,1,1,0,1,1,1,2,2,0,3,1,0,0,0,2,Michigan State,NOP
C,LAC,10.7,1.1,-4.9,2008,2,24,297.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,NC State,LAL
C,NYK,18.0,3.0,-0.6,2008,6,25,613.0,0,0,4,0,1,0,1,2,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Michigan State,LAC
PF,MIN,12.3,0.3,-1.5,2008,12,27,301.0,9,4,7,4,6,0,2,4,4,6,3,4,4,4,3,3,3,0,3,4,2,3,3,4,3,3,0,0,0,4,Wyoming,PHI
C,DET,11.6,0.5,-0.7,2008,12,1,480.0,9,4,7,4,6,0,2,4,4,6,3,4,4,4,3,3,3,0,3,4,2,3,3,4,3,0,0,0,0,4,Wyoming,PHI
SF,CHO,18.4,7.4,3.0,2008,6,31,284.0,3,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,3,Michigan State,PHO
SG,CHI,11.4,1.5,-1.0,2008,1,21,504.0,1,1,0,0,3,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,1,1,2,1,0,0,0,0,0,0,0,OKC
SF,MIL,10.3,0.7,-3.2,2008,5,23,278.0,5,2,4,4,3,0,2,1,2,2,2,1,1,2,0,2,1,0,1,2,2,0,2,0,2,2,5,0,0,1,DePaul,BRK
PF,CHI,16.8,2.6,-0.6,2008,12,21,504.0,8,4,7,0,6,0,5,5,4,6,5,5,6,3,4,4,3,0,8,4,4,6,4,4,4,5,4,0,0,4,Maryland,CLE
SF,OKC,15.7,2.3,0.7,2008,8,31,0.0,1,0,2,1,3,0,2,1,1,1,1,1,0,0,0,0,1,0,3,0,2,0,2,0,1,0,1,0,0,1,Miami University,CLE
SG,DEN,-1.6,-0.4,-14.0,2008,2,10,329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida State,HOU
SG,POR,4.7,-0.1,-5.0,2008,2,15,307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida State,HOU
C,CHI,11.8,2.4,0.4,2008,11,21,504.0,3,2,3,0,2,0,2,3,1,4,3,0,1,0,0,1,1,0,2,2,3,1,2,0,2,3,0,0,0,1,Virginia Union University,CLE
PG,OKC,9.8,-0.4,-2.8,2008,3,31,0.0,3,2,2,0,4,0,0,1,0,1,2,0,3,0,0,1,1,0,0,2,1,1,1,1,2,0,2,0,0,2,Saint Joseph's,CLE
PG,MIL,17.0,4.5,0.3,2008,4,23,278.0,5,2,3,1,6,0,3,3,1,4,4,3,2,2,1,2,2,0,2,4,4,0,3,1,3,0,4,0,0,1,Alabama,CLE
PF,ATL,9.8,0.5,-3.5,2008,1,18,306.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Duke,MIN
PF,SAC,14.2,0.7,-3.4,2008,1,17,350.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Duke,MIN
SG,DAL,2.9,-0.3,-8.7,2007,0,0,461.0,5,1,3,3,5,0,3,0,2,3,4,4,4,2,1,3,2,0,7,1,4,1,3,4,3,3,2,0,0,6,Michigan State,BRK
PF,CHI,10.4,1.0,-3.4,2007,5,7,500.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,Villanova,DAL
SG,OKC,21.6,6.3,3.7,2007,10,31,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,BOS
PF,UTA,0.0,0.0,-7.3,2007,0,5,342.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,UNLV,PHI
SG,ORL,16.2,3.4,1.6,2007,2,15,322.0,2,0,3,0,3,0,1,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,1,UCLA,LAL
PG,MIL,6.8,-0.1,-4.2,2007,3,27,264.0,1,0,2,0,0,0,0,0,2,1,0,1,0,1,0,2,0,0,1,1,1,0,0,0,2,1,0,0,0,1,Maryland,POR
PG,DEN,11.0,2.2,-1.2,2007,3,9,321.0,1,0,2,0,0,0,0,0,2,1,0,1,0,1,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,1,Maryland,POR
SF,NOP,10.8,2.6,-0.9,2007,4,31,248.0,3,1,0,1,5,0,2,1,1,2,1,2,0,1,0,2,0,0,2,3,3,0,3,3,1,2,2,0,0,4,La Salle,NOP
SG,BRK,21.8,10.5,3.9,2007,8,31,338.0,3,1,4,1,4,0,0,5,3,3,3,2,3,1,0,3,2,0,2,2,4,1,3,3,2,3,2,0,0,5,UNC,BRK
C,NOP,17.0,7.9,0.6,2007,5,31,248.0,1,0,1,0,1,0,1,4,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,1,0,0,0,2,0,NOP
C,OKC,14.2,4.6,-2.4,2007,2,31,0.0,1,0,0,1,2,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,Kansas,OKC
PF,DAL,10.9,1.3,-1.6,2007,9,0,461.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Providence,GSW
SG,DET,12.8,2.9,-0.1,2007,2,3,477.0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,TOR
C,DAL,10.6,3.8,-0.2,2007,5,0,461.0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,1,1,0,1,1,1,0,0,0,1,0,BRK
SF,DET,7.4,0.0,-4.9,2007,3,3,477.0,1,0,2,0,1,0,1,1,2,3,1,0,0,2,0,1,2,0,1,1,1,1,1,0,2,0,0,0,0,2,LSU,OKC
PF,DEN,13.5,2.3,-2.2,2007,4,9,321.0,1,0,0,0,2,0,0,1,1,0,1,2,0,0,0,2,1,0,1,1,0,1,1,3,1,2,2,0,0,1,Iowa,PHI
PG,CHO,13.5,2.3,-0.8,2007,1,31,287.0,3,0,4,0,1,0,1,4,0,1,0,0,0,3,0,2,3,0,3,1,4,0,1,0,2,0,1,0,0,0,UNC,CHO
SG,UTA,11.4,3.9,-1.6,2007,10,5,342.0,3,1,3,2,5,0,1,1,1,2,4,1,0,2,0,2,3,0,0,3,3,1,3,3,3,2,2,0,0,5,Little Rock,LAL
C,GSW,13.7,1.0,-0.7,2007,9,11,309.0,6,1,0,3,7,0,3,5,3,4,4,2,5,4,0,3,4,0,4,3,5,2,3,6,2,4,3,0,0,6,Colgate,ORL
C,MEM,24.1,6.9,3.6,2007,5,29,304.0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,LAL
PF,BOS,13.7,4.2,-1.4,2007,1,28,391.0,3,1,1,0,0,0,1,1,1,2,1,0,0,0,0,1,1,0,2,1,3,1,2,0,1,0,2,0,0,3,Providence,MIN
PF,CLE,16.5,6.5,-0.2,2007,4,6,455.0,3,0,3,0,3,0,2,3,0,1,2,1,2,2,0,2,2,0,1,3,2,2,2,1,0,2,1,0,0,3,Kansas,CHI
PF,IND,13.4,1.5,-1.6,2007,8,18,333.0,3,0,2,0,2,0,0,1,2,1,1,0,1,1,0,1,0,0,0,0,3,0,2,0,2,0,1,0,0,3,0,GSW
PG,DAL,16.0,6.5,1.2,2007,2,0,461.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,Wisconsin,BRK
C,CHO,8.5,0.2,-6.7,2007,0,31,287.0,3,1,2,0,7,0,3,5,2,3,2,2,4,2,0,2,2,0,4,2,5,2,1,1,3,3,1,0,0,3,UCLA,CHO
PG,ATL,9.6,0.3,-3.8,2007,2,26,268.0,2,0,1,2,2,0,0,2,1,2,2,2,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,Texas,MIL
SG,IND,13.1,1.7,-0.9,2007,6,18,333.0,2,0,3,0,2,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,Butler County Community College,GSW
PG,MIN,13.3,2.8,-1.6,2007,5,23,308.0,3,1,3,1,2,0,2,1,2,2,3,3,2,0,0,2,1,0,1,2,4,1,0,1,3,2,0,0,0,1,Lamar University,NOP
SG,MEM,9.6,0.7,-4.6,2007,3,29,304.0,3,0,2,0,3,0,0,1,1,1,1,2,0,0,0,2,2,0,0,1,2,0,0,0,1,2,1,0,0,0,"Rutgers University, Duke",SAC
PG,CHO,14.3,1.8,-1.0,2007,9,31,287.0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,Stanford,LAC
SF,PHI,14.2,4.6,-0.1,2007,3,19,380.0,0,0,1,2,3,0,1,1,1,1,1,0,0,1,0,0,1,0,4,0,1,0,2,1,1,2,1,0,0,0,Creighton,UTA
SF,PHO,20.8,12.0,4.4,2007,7,1,449.0,1,1,3,0,0,0,2,3,2,3,2,0,1,0,0,1,0,0,2,2,2,0,1,0,2,2,1,0,0,2,UNLV,MIA
PF,CLE,15.3,3.8,1.6,2007,12,6,455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,UConn,OKC
C,DET,16.5,2.3,-1.9,2007,8,3,477.0,3,0,1,2,4,0,1,1,2,1,0,2,6,0,0,1,2,0,1,0,1,1,0,1,0,0,1,0,0,1,Kentucky,CHO
C,CHO,20.1,7.1,2.1,2007,2,31,287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UConn,CHO
PG,NOP,13.4,2.0,-0.8,2007,4,31,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,NOP
PG,NOP,22.0,8.8,5.0,2007,1,31,248.0,2,1,3,1,3,0,1,0,0,3,3,2,1,1,0,2,1,0,2,0,4,1,3,1,2,1,2,0,0,3,Wake Forest,NOP
SF,TOR,13.2,2.9,0.1,2007,6,8,373.0,3,0,3,2,2,0,1,1,1,2,0,1,0,0,0,1,2,0,2,1,1,1,2,1,1,2,1,0,0,2,Michigan State,NOP
PF,IND,-1.3,-0.1,-14.4,2007,1,18,333.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,NC State,LAC
PF,GSW,12.0,0.4,-4.1,2007,1,11,309.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,NC State,LAC
PF,POR,22.8,5.7,1.6,2007,5,24,253.0,2,0,3,0,1,0,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,Michigan State,NYK
C,BOS,6.7,0.1,-2.8,2007,11,28,391.0,7,1,7,3,0,0,3,5,2,5,4,3,4,4,0,3,4,0,4,4,4,1,3,6,3,5,3,0,0,6,Wyoming,DET
SG,GSW,15.5,3.0,0.8,2007,5,11,309.0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,1,0,1,1,1,0,0,1,0,0,0,3,Michigan State,CHO
PF,DEN,12.4,0.2,-4.2,2007,11,9,321.0,6,1,7,4,8,0,3,6,3,3,5,3,5,3,1,3,4,0,9,4,0,5,3,6,3,7,3,0,0,6,Maryland,CLE
PF,PHI,14.1,2.6,-2.1,2007,11,19,380.0,6,1,7,4,8,0,3,6,3,3,5,0,5,3,1,3,4,0,9,4,0,5,3,6,3,7,3,0,0,6,Maryland,CLE
SF,BOS,14.8,1.6,-1.5,2007,7,28,391.0,1,0,2,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,2,0,2,1,1,0,2,1,1,0,0,1,Miami University,CLE
PG,BOS,8.6,0.5,-4.2,2007,2,28,391.0,2,1,5,0,0,0,1,2,3,0,1,1,0,1,0,0,1,0,1,1,1,1,3,2,1,0,0,0,0,4,0,MIN
PG,SAS,10.3,1.0,-3.0,2007,2,2,405.0,2,0,3,1,2,0,4,2,3,3,1,0,0,1,1,1,2,0,2,1,3,1,1,3,2,3,0,0,0,2,0,SAC
SF,LAC,-40.7,0.0,-52.4,2007,1,16,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida State,POR
PF,MIA,9.6,-0.3,-3.6,2007,10,10,418.0,5,1,5,1,5,0,2,1,2,0,2,1,3,2,0,1,3,0,3,2,3,1,2,1,1,4,2,0,0,3,Kentucky,MIN
C,CHI,14.6,8.2,3.4,2007,10,7,500.0,3,1,4,0,2,0,2,3,1,3,3,1,1,0,0,1,2,0,2,2,3,1,1,0,2,5,0,0,0,2,Virginia Union University,CLE
PG,OKC,13.5,2.0,-0.7,2007,5,31,0.0,1,0,3,1,3,0,1,3,1,1,0,1,1,1,0,0,1,0,5,1,3,2,2,0,1,0,2,0,0,3,UCLA,OKC
PF,PHI,13.8,0.2,-0.7,2007,13,19,380.0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Michigan,GSW
PF,DET,16.9,3.3,1.7,2007,13,3,477.0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Michigan,GSW
SF,HOU,8.9,-0.1,-4.4,2007,8,4,373.0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,Ball State University,NOP
SG,BOS,14.0,3.7,0.4,2007,2,28,391.0,3,1,2,0,0,0,0,1,0,1,3,0,3,0,0,1,1,0,1,2,1,1,1,2,2,1,2,0,0,2,Saint Joseph's,CLE
SF,OKC,13.1,2.8,-0.9,2007,2,31,0.0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,"NC State, Georgia",OKC
PF,ATL,12.3,2.2,-3.3,2007,0,26,268.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Duke,SAC
SG,OKC,22.2,9.5,4.4,2006,9,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UConn,OKC
SF,CHO,10.4,0.4,-3.3,2006,0,31,277.0,0,0,2,0,1,0,1,0,2,1,1,0,1,3,0,1,1,0,0,1,1,3,0,1,0,1,0,0,0,2,Michigan State,CHO
SF,NYK,10.2,0.3,-0.9,2006,1,28,592.0,0,0,2,0,2,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,UCLA,ORL
